cast,director,genre,imdb_id,movie,movie_title,publication_date,rating
"Assi Dayan, Liora Rivlin, Motti Barkan, Amir Orion, Gabi Eldor",Judd Ne'eman,Drama,tt0066381,http://www.wikidata.org/entity/Q30527691,השמלה,1968-12-31T22:00:00Z,7.5
"Erez Ben-Ezra, Rotem Keinan, Dror Keren, Mali Levi, Ido Mosseri",Benny Fredman,מותחן פשע,tt3714804,http://www.wikidata.org/entity/Q51906340,התאבדות,2014-01-01T00:00:00Z,6
"Guy Adler, Oz Zehavi, Michael Aloni, Liel Danir, Hadas Morano",דובר קוסאשווילי,Drama,tt1676681,http://www.wikidata.org/entity/Q6881968,התגנבות יחידים,2010-01-01T00:00:00Z,5.9
,"Netalie Braun, Avigail Sperber","Documentary, Drama, History",tt1863262,http://www.wikidata.org/entity/Q52837225,התליין,2010-01-01T00:00:00Z,6.8
"Tuvia Tavi, Liora Rivlin, Berta Litwina, Shlomo Bar-Shavit, Dvora Kedar",דן וולמן,Drama,tt0065663,http://www.wikidata.org/entity/Q7730955,התמהוני,1970-01-01T00:00:00Z,5.6
"לירון לבו, ז'אן מורו, ז'ולייט בינוש, היאם עבאס, עמוס גיתאי, דאנה איבגי, ברברה הנדריקס, ישראל קטורזה, Verena Mundhenke, יוסף אבו ורדה, אורי קלאוזנר",עמוס גיתאי,סרט דרמה,tt0871512,http://www.wikidata.org/entity/Q3045056,התנתקות,2007-01-01T00:00:00Z,5.7
"קאיס נאשף, חוסיין יאסין מהז'ן",תאופיק אבו ואיל,Drama,tt2044013,http://www.wikidata.org/entity/Q3023909,התפוררות,2011-01-01T00:00:00Z,4.5
"Nahman Ashkenazi, Abraham Celektar, Ruth Geller, Suhel Haddad, Rami Heuberger",Eitan Zur,Drama,tt1666165,http://www.wikidata.org/entity/Q52837227,התפרצות X,2010-01-01T00:00:00Z,6
"Slava Bibergal, Didi Fire, Yohanan Herson, Roni Yaniv",Nina Menkes,Drama,tt1668199,http://www.wikidata.org/entity/Q52837229,התפרקות,2010-01-01T00:00:00Z,7.2
"Gavri Banai, Lihi Efron, Josie Katz, Shaike Levi, Tikva Mor",Uri Zohar,Comedy,tt0144968,http://www.wikidata.org/entity/Q6600051,התרוממות,1969-12-31T22:00:00Z,
"Topol, Naomi Chance, Galia Gofer, Hillit Katmor, Gideon Shemer",Uri Zohar,Comedy,tt0142898,http://www.wikidata.org/entity/Q52837231,התרנגול,1971-01-01T00:00:00Z,6.7
,Amos Gitai,"Documentary, Short",tt0153622,http://www.wikidata.org/entity/Q52837200,ואדי,1981-01-01T00:00:00Z,5.4
"Michael Aloni, Chen Amsalem, Efrat Dor, Orna Banai, Gidi Gov",Roee Florentin,"Comedy, Romance",tt7196880,http://www.wikidata.org/entity/Q50004477,ואז היא הגיעה,2017-07-19T21:00:00Z,7
"משה איבגי, חגית דסברג, עמי ויינברג, ישי גולן, לימור גולדשטיין, איצ'ו אביטל, הילה פלדמן, כרמית מסילתי-קפלן, סיני פתר, עלית קרייז, שרון אלכסנדר, אפרת בן צור",משה איבגי,סרט דרמה,tt1619481,http://www.wikidata.org/entity/Q12407096,וביום השלישי,2010-01-01T00:00:00Z,5.6
"Daniel Ben Zenou, Ricardo Gabriel, Peggy Scar, Avishai Sivan",Avishai Sivan,"Comedy, Drama",tt3002628,http://www.wikidata.org/entity/Q52837201,ויזה,2013-01-01T00:00:00Z,
"רונית אלקבץ, סימון אבקריאן, זילבר מלכי, אלברט כהן","רונית אלקבץ, שלומי אלקבץ",סרט דרמה,tt0426279,http://www.wikidata.org/entity/Q7811132,ולקחת לך אישה,2004-01-01T00:00:00Z,7
"Sharon Ben-Shem, Ido Berlad, Naruna Kaplan de Macedo, Chen Kesten, Ardijan Krasniqi",Dani Menkin,"Comedy, Drama, Romance",tt1844692,http://www.wikidata.org/entity/Q52843227,ז'אטם איי לאב יו טרמינל,2010-01-01T00:00:00Z,6.3
"Ya'ei Aviv, Ninet Dinar, Menashe Glazier, Galia Gofer, Oshik Levi",Paul L. Smith,"Crime, Drama",tt0068754,http://www.wikidata.org/entity/Q52837204,ז'אקו והיצאניות,1972-01-01T00:00:00Z,7
"Nir Levy, Yftach Katzur, Miri Fabian, Yigal Adika, Ra'anan Hefetz",Agur Schiff,Drama,tt0143270,http://www.wikidata.org/entity/Q52837206,ז'נטילה,1997-01-01T00:00:00Z,7.3
"Moshe Choorgel, Yitzhak Katz, Raphael Klatchkin, Bezalel London, Shmuel Rodensky",Baruch Agadati,Drama,tt0028362,http://www.wikidata.org/entity/Q6857797,זאת היא הארץ,1934-12-31T22:00:00Z,5.6
"ג'וליאנו מר, דפנה דקל, דאנה איבגי, ערן ריקליס, שאול מזרחי, מני פאר, מנחם עיני, יהודה קיסר, שרון רג'יניאנו, דודו דותן, גבי עמרני, דן כנר, דני שטג, עמירם גבריאל",ערן ריקליס,סרט דרמה,tt0108660,http://www.wikidata.org/entity/Q13451607,זהר,1993-01-01T00:00:00Z,6.7
"Tal Talmon, Asaf Goldstien, Roni Dotan, Avi Azulay, David Tetro",Dover Koshashvili,Drama,tt6076004,http://www.wikidata.org/entity/Q52950695,זוג יונים,2017-01-01T00:00:00Z,4.8
ירון לונדון,יצחק צפל ישורון,Drama,tt0086645,http://www.wikidata.org/entity/Q16257861,זוג נשוי,1983-01-01T00:00:00Z,4.7
"עלמה זק, אסי כהן, אלי פיניש, איל קיציס, ציון ברוך, מוטי קירשנבאום, שי אביבי, אורנה בנאי, טל פרידמן, יובל סמו, דב נבון, מאור כהן, מריאנו אידלמן","אדם סנדרסון, מולי שגב","Comedy, History",tt1675197,http://www.wikidata.org/entity/Q8073462,זוהי סדום,2010-01-01T00:00:00Z,6.6
אשר צרפתי,Amos Sefer,"Action, Comedy, Sci-Fi",tt1388371,http://www.wikidata.org/entity/Q6853294,הטרמפיסט,1972-01-01T00:00:00Z,5.1
"Yaron Brovinsky, Maya Cohen, Evgenia Dodina, Dmitri Freiman, Dana Ivgy",Ron Ninio,Drama,tt1483826,http://www.wikidata.org/entity/Q52837266,היו לילות,2009-01-01T00:00:00Z,6.7
איתי טיראן,אלעד קידן,Drama,tt4614560,http://www.wikidata.org/entity/Q19847491,היורד למעלה,2015-05-13T00:00:00Z,6.8
"Arieh Elias, Shaul Shalhin, Hannah Shalhin, Arik Azulai, Ya'ackov Banai",יוסף שלחין,סרט דרמה,tt0138202,http://www.wikidata.org/entity/Q6816213,הילד מעבר לרחוב,1965-01-01T00:00:00Z,6.7
Arna Mer Khamis,"ג'וליאנו מר, דניאל דניאל",סרט תיעודי,tt0408504,http://www.wikidata.org/entity/Q2920407,הילדים של ארנה,2004-01-01T00:00:00Z,8.2
"Gedalia Besser, Assi Dayan, David Menachem, Liora Rivlin, Ohad Shahar",Amnon Rubinstein,"Drama, Thriller",tt0153976,http://www.wikidata.org/entity/Q52837269,הינשוף,1988-01-01T00:00:00Z,
Sam Dubiner,Shlomo Suriano,"Animation, Comedy, Drama, Musical",tt0143286,http://www.wikidata.org/entity/Q52843236,היער הקסום,1974-01-01T00:00:00Z,
"Yaël Abecassis, Alon Aboutboul, Koby Azarly, Avi Toledano",Amnon Rubinstein,"Drama, Romance",tt0108619,http://www.wikidata.org/entity/Q52837438,הירושה,1993-01-01T00:00:00Z,6.2
"Alon Aboutboul, Rafi Dinnar, Zohar Dinnar, Ilan Fatchi, Nirit Katzenstein",גור בנטביץ',"Adventure, Comedy, Drama",tt0112699,http://www.wikidata.org/entity/Q6929889,הכוכב הכחול,1995-01-01T00:00:00Z,5.9
"יגאל נאור, אושרי כהן, רותם זיסמן-כהן, אסי כהן, יונתן רוזן, גיל דסיאנו ביטון, איה קורן, ריטה שוקרון, רותם אבוהב, אסתי זקהיים, אלברט אילוז, אריה אליאס, הילה סורג'ון פישר, נסים דיין",שמי זרחין,דרמה קומית,tt0380485,http://www.wikidata.org/entity/Q2909580,הכוכבים של שלומי,2003-01-01T00:00:00Z,7.5
"Yonathan Alster, Ilanit Ben-Yaakov, Jonathan Cherchi, Dekel Dror, Leat Eliav",Eitan Green,Drama,tt1284990,http://www.wikidata.org/entity/Q52837440,הכל מתחיל בים,2008-01-01T00:00:00Z,6.4
"Gilat Ankori, Ella Armony, Dvir Benedek, Bea Brocks, Kobi Farag",Nony Geffen,"Comedy, Drama, Music, Musical, War",tt5176794,http://www.wikidata.org/entity/Q52837441,הכל שבור ורוקד,2016-01-01T00:00:00Z,7.2
"Lisa Hartman, Rosemary Leach, John Grillo, Barry Angel, Stanley Lebor",Nadav Levitan,Drama,tt0091926,http://www.wikidata.org/entity/Q27997189,הכלה,1985-01-01T00:00:00Z,4.7
"מלאני פרס, היאם עבאס, מכרם ח'ורי, קלרה ח'ורי, אורי גבריאל, עלי סלימאן, אשרף ברהום, עימאד ג'בארין, ג'מיל ח'ורי, ג'ולי-אן רות', לנה אטינגר, נורמן עיסא, טארק קופטי, אוולין קפלון, רוברט הניג, אלון דהן",ערן ריקליס,"סרט דרמה, סרט קומדיה",tt0423310,http://www.wikidata.org/entity/Q1219572,הכלה הסורית,2004-01-01T00:00:00Z,7.5
"אורלי ויינרמן, שלמה וישינסקי, ארנון צדוק, יונתן עוזיאל, מאיר סויסה, יהודה אפרוני, ענת ברזילי",מנחם גולן,Comedy,tt1397509,http://www.wikidata.org/entity/Q16128557,הכתובה,2008-01-01T00:00:00Z,5.3
"גידי גוב, דב גליקמן, מאיר סויסה, ששי קשת, סמדר ברנר, לירון נירגד",אבי נשר,"Comedy, Drama, Musical",tt0079430,http://www.wikidata.org/entity/Q4066902,הלהקה,1978-01-01T00:00:00Z,7.2
"ישראל קטורזה, עופר חיון, דנה פרידר, עפר שכטר, דניאל גל, אורי לייזרוביץ'","Ben Bachar, Itzik Kricheli",סרט קומדיה,tt5564142,http://www.wikidata.org/entity/Q27956135,הלהקה האחרונה בלבנון,2016-10-13T00:00:00Z,7.1
"Ninet Dinar, Oded Teomi, Leo Filler, Yoseph Safra, Bomba Tzur",ברוך דינר,Drama,tt0136991,http://www.wikidata.org/entity/Q6748538,הם היו עשרה,1960-01-01T00:00:00Z,6.5
"Michal Bat-Adam, Noa Aizik, Avigail Ariely, Yehoram Gaon, Eves Hativ",מיכל בת-אדם,Drama,tt0089571,http://www.wikidata.org/entity/Q25490712,המאהב,1986-01-01T00:00:00Z,6
"Shlomo Bar-Aba, Jerry Hyman, Aviva Paz, Jonathan Sagall, Michael Schneider",Ilan Eldad,Musical,tt0085923,http://www.wikidata.org/entity/Q52951802,המגילה 83,1983-01-01T00:00:00Z,6.3
דורון צברי,דורון צברי,סרט תיעודי,tt1699222,http://www.wikidata.org/entity/Q6568282,המדריך למהפכה,2010-01-01T00:00:00Z,7.7
"Tikva Aziz, Arieh Elias, Raphael Klatchkin, Arik Lavie, Aryeh Moskona",Ze'ev Revach,Comedy,tt0143754,http://www.wikidata.org/entity/Q6631888,המובטל בטיטו,1986-12-31T22:00:00Z,6.5
"Artur Avakov, David Mevorah",Ran Tal,Documentary,tt7717146,http://www.wikidata.org/entity/Q52837443,המוזיאון,2017-01-01T00:00:00Z,7.7
"חנה לסלאו, קרן מור, אניה בוקשטיין, ליא קניג, יפתח קליין, אלכס אנסקי, טוביה צפיר, רזיה ישראלי",Guilhad Emilio Schenker,סרט דרמה,tt6965662,http://www.wikidata.org/entity/Q41010451,המועדון לספרות יפה של הגברת ינקלובה,2018-06-06T21:00:00Z,7.3
"Yulie Cohen, Yasser Arafat, Bill Clinton, Yitzhak Rabin, Anwar Sadat",Yulie Cohen,Documentary,tt0360816,http://www.wikidata.org/entity/Q52837234,המחבל שלי,2002-01-01T00:00:00Z,7.5
"Uri Gavriel, Sasson Gabai, Hanna Azoulay Hasfari, Ahuva Batz, Rivka Bahar",Ron Ninio,Drama,tt0100093,http://www.wikidata.org/entity/Q52837236,המחצבה,1990-01-01T00:00:00Z,8.1
"Robert Fuller, Avraham Mor, Reuven Bar-Yotam, Gabi Amrani, Avraham Heffner",רפאל נוסבאום,"סרט פעולה, סרט מלחמה",tt0063192,http://www.wikidata.org/entity/Q19017350,המטרה טיראן,1968-01-01T00:00:00Z,5.6
"David Danino, Ronit Elkabetz, Shabtai Konorti, Yitzhak Ne'eman, Shuli Rand",Daniel Wachsmann,Drama,tt0137806,http://www.wikidata.org/entity/Q52837238,המיועד,1989-01-01T00:00:00Z,6.4
"מוריס בנישו, לבנה פינקלשטיין, ששון גבאי, צחי הלוי",Shemi Zarhin,Drama,tt3809478,http://www.wikidata.org/entity/Q20502077,המילים הטובות,2015-01-01T00:00:00Z,6.8
,"חיים גורי, דוד ברגמן, ז'אק ארליך",סרט תיעודי,tt0071088,http://www.wikidata.org/entity/Q7711996,המכה ה-81,1974-01-01T00:00:00Z,8
,Micha Shagrir,Documentary,tt0141605,http://www.wikidata.org/entity/Q52837239,המלחמה לאחר המלחמה,1969-01-01T00:00:00Z,
"מכרם ח'ורי, דאנה איבגי, עלי סלימאן, ויקטור עידה, ריימונד אבקסיס, יגאל עדיקא, ישראל ברייט, גילי סער","יוסי מדמוני, דוד אופק",סרט דרמה,tt0316218,http://www.wikidata.org/entity/Q6612744,המנגליסטים,2003-01-01T00:00:00Z,6.5
"Gila Almagor, Becky Freistadt, Avner Hizkiyahu, Ori Levy, Avraham Mor",Peter Freistadt,Drama,tt0137807,http://www.wikidata.org/entity/Q52837240,המניע לרצח,1966-01-01T00:00:00Z,7.6
"Genia Chernik, Ruth Farhi, Chaim Hadaya, Miriam Nevo, Bat-Sheva Noam",Dan Wolman,Drama,tt0110495,http://www.wikidata.org/entity/Q52837243,המרחק,1994-01-01T00:00:00Z,7.5
"Zaharira Harifai, Hannah Kahane, David Smadar, Shimon Yisraeli",Natan Gross,Drama,tt0057123,http://www.wikidata.org/entity/Q19799504,המרתף,1962-12-31T22:00:00Z,
"רותם זיסמן-כהן, גילי שושן, קובי שטמברג, מני יעיש, חיים זנאתי, גל פרידמן (שחקן), חיים חובה, מוריס כהן (שחקן), רועי אסף",מני יעיש,סרט דרמה,tt2164756,http://www.wikidata.org/entity/Q3236132,המשגיחים,2012-01-01T00:00:00Z,6.9
"Omri Fuhrer, Ali Al Nassar, Ali Nassar, Itamar Glucksmann, Liran Shabtai",Avishai Sivan,Drama,tt1646969,http://www.wikidata.org/entity/Q52950698,המשוטט,2010-01-01T00:00:00Z,6.1
"Gabi Amrani, Michal Bat-Adam, Peter Friestadt, Dalia Gur, Yitzhak Havis",Avi Cohen,Drama,tt0148477,http://www.wikidata.org/entity/Q52837244,המשחק האמיתי,1980-01-01T00:00:00Z,
שרון רג'יניאנו,"Prosper Malka, Yuval Ovadia, Or Yashar",סרט דרמה,tt1715788,http://www.wikidata.org/entity/Q7009551,המשימה X,2011-01-01T00:00:00Z,4.4
"Reuven Bar-Yotam, Shoshana Duer, Gabi Eldor, Yehuda Fuchs, John Geoffrey",Yehiel Ne'eman,"Drama, Crime",tt0151542,http://www.wikidata.org/entity/Q52837246,"המשכנע בע""מ",1973-01-01T00:00:00Z,7.7
"Mushon Alboher, Yehuda Barkan, Aryeh Cherner, Judy Pe'er, Moshe Timor","Yehuda Barkan, Yigal Shilon",Comedy,tt1020890,http://www.wikidata.org/entity/Q52837248,המתיחה הגדולה,1984-01-01T00:00:00Z,4.9
משה איבגי,תום שובל,Drama,tt2670524,http://www.wikidata.org/entity/Q12406796,הנוער,2013-02-10T00:00:00Z,6
"Hagar Ben-Asher, Ishai Golan, Icho Avital, Yoav Levi, Tsahi Hanan",הגר בן-אשר,Drama,tt1546421,http://www.wikidata.org/entity/Q20649946,הנותנת,2011-01-01T00:00:00Z,4.5
,Michal Aviad,Documentary,tt0107073,http://www.wikidata.org/entity/Q52837250,הנשים ממול,1992-01-01T00:00:00Z,
"פאני ארדן, דאנה איבגי, עלמה זק, רבקה מיכאלי, אדיר מילר",אבי נשר,"סרט דרמה, סרט להטב""י",tt0782867,http://www.wikidata.org/entity/Q1814359,הסודות,2007-06-14T00:00:00Z,7.1
"Izak Sagi, Shep Shell, Aida Zasadsinska","Shaul Schwarz, Alon Schwarz",סרט תיעודי,tt5706568,http://www.wikidata.org/entity/Q24687032,הסודות של אידה,2016-01-01T00:00:00Z,7.2
"גד אלמלח, יעל אבקסיס, Richard Berry, Arsène Mosca, Jean-Philippe Écoffey, Jules Angelo Bigarnet, Juliette Lopes Benites, Paulette Frantz",מרקו כרמל,דרמה קומית,tt0991272,http://www.wikidata.org/entity/Q2377818,הסודות של מישל,2007-01-01T00:00:00Z,5.2
"אולה שור-סלקטר, ליאור אשכנזי, אוהד קנולר",איתן פוקס,"סרט רומנטי, סרט להטב""י, סרט דרמה",tt1934269,http://www.wikidata.org/entity/Q3572712,הסיפור של יוסי,2013-01-24T00:00:00Z,7
אדולף אייכמן,אייל סיון,סרט תיעודי,tt0189172,http://www.wikidata.org/entity/Q3549075,הספציאליסט,1999-01-01T00:00:00Z,7.1
,Murray Rosenberg,Documentary,tt0148138,http://www.wikidata.org/entity/Q12406831,הסרט הראשון של פלשתינה,,6.1
"Tamar Alkan, Tom Antopolsky, Shlomi Avraham, Amitay Yaish Benuosilio, Yoav Donat",יבגני רומן,"Drama, Thriller",tt4029356,http://www.wikidata.org/entity/Q51885177,האיש שבקיר,2015-01-01T00:00:00Z,5.9
"Alon Aboutboul, Naruna Kaplan de Macedo, Rani Blair, Suzanne Sadler, Hal Alpert",Dani Menkin,"Drama, Romance",tt3830420,http://www.wikidata.org/entity/Q52843239,האם זה אתה?,2014-01-01T00:00:00Z,7.2
איילת זורר,שבי גביזון,סרט דרמה,tt0376007,http://www.wikidata.org/entity/Q2920469,האסונות של נינה,2004-01-01T00:00:00Z,7.1
"חנה שיגולה, רוזמונד פייק, אן פריו, יוסף אבו ורדה, עמוס לביא",עמוס גיתאי,סרט דרמה,tt0424365,http://www.wikidata.org/entity/Q763156,הארץ המובטחת,2004-09-07T00:00:00Z,5.7
"Shlomo Bar-Shavit, Pesach Burstein, Yael Droyenov, Raphael Klatchkin, Ori Levy","Nathan Axelrod, Leo Filler","Comedy, Drama",tt0137404,http://www.wikidata.org/entity/Q52837191,הבו בנות לאילת,1965-01-01T00:00:00Z,
"צחי נוי, תיאודור ביקל, אלפרד מולינה, לבנה פינקלשטיין, טארק קופטי, ענת קלאוזנר, אמנון וולף, נתן רביץ, עפר שכטר, רמי הויברגר, צחי כהן, גיליה שטרן",Lynn Roth,Drama,tt0818170,http://www.wikidata.org/entity/Q16954844,הבוגד הקטן,2007-01-01T00:00:00Z,7
"רותם זיסמן-כהן, הנרי דוד, אנטון אוסטרובסקי-קלין, שלומי אברהם, אריה צ'רנר, צחי גראד, גלעד אבנת, סשה אבשלום אגרונוב",רנן שור,"סרט דרמה, סרט כלא",tt1455618,http://www.wikidata.org/entity/Q2894483,הבודדים,2009-01-01T00:00:00Z,7.1
"Moshe Ivgy, Aki Avni, Osnat Fishman, David Danino, Sharon Zelikovsky",Marek Rozenbaum,"Crime, Drama",tt0258635,http://www.wikidata.org/entity/Q20649776,הבולשת חוקרת,2000-10-12T00:00:00Z,5.5
"מירה עווד, עברי לידר, גל אוחובסקי, ליאור אשכנזי, אוהד קנולר, אלון פרידמן, יוסף סוויד, דניאלה וירצר, חוסיין יאסין מהז'ן, רובא בלאל-עספור, שרדי ג'בארין, דני שגב, זהר ליבה, אליענה בקייר, ציון ברוך, יוסי מרשק, עודד לאופולד, גיא פינס, דנה מודן, מיקי קם, איילת מרגלית, מיקי בוגנים, נירה רבינוביץ', נועה ברקאי, נדב נייטס",איתן פוקס,"סרט דרמה, סרט קומדיה, סרט רומנטי, סרט להטב""י",tt0476643,http://www.wikidata.org/entity/Q1506263,הבועה,2006-06-29T00:00:00Z,7.3
"Fruma Grinberg, Yitzhak Grinberg",ציפי רייבנבך,Documentary,tt0145711,http://www.wikidata.org/entity/Q49963324,הבחירה והגורל,1993-01-01T00:00:00Z,6
Sharon Alexander,דן וולמן,סרט קומדיה,tt0417734,http://www.wikidata.org/entity/Q16827030,הביוגרפיה של בן,2003-01-01T00:00:00Z,7.2
"שייקה אופיר, גילה אלמגור, יוסף שילוח, חיים בנאי, מיכל בת-אדם, יוסי פולק, אבנר חזקיהו, אתי גרוטס",משה מזרחי,"סרט דרמה, coming of age",tt0069771,http://www.wikidata.org/entity/Q1634483,הבית ברחוב שלוש,1973-01-01T00:00:00Z,6.6
"יוסף שילוח, בומבה צור, אילן דר, מונה זילברשטיין, ששי קשת, טליה שפירא",לויד קאופמן,סרט קומדיה,tt0143123,http://www.wikidata.org/entity/Q4905792,הבלש האמיץ שוורץ,1973-01-01T00:00:00Z,5.6
"Dahn Ben Amotz, Yankel Mikalovitch, Tereska Torres",Meyer Levin,"Documentary, Drama, History",tt0133347,http://www.wikidata.org/entity/Q25490467,הבלתי חוקיים,1946-12-31T22:00:00Z,3.6
"Mosko Alkalai, Ya'akov Alperin, Shlomo Bar-Shavit, Albert Cohen, Ninet Dinar","Yosef Shalhin, Alfred Steinhardt",Drama,tt0139300,http://www.wikidata.org/entity/Q52837253,הבן האובד,1968-01-01T00:00:00Z,
"Ariane Labed, Zohar Shtrauss, Vangelis Mourikis, Errikos Litsis, Makram Khoury","Guy Nattiv, Erez Tadmor","Comedy, Drama",tt1651951,http://www.wikidata.org/entity/Q52837256,הבן של אלוהים,2013-01-01T00:00:00Z,6.9
"Nazim Jabrin, Danny Kinrot, Genia Maimon, Pnina Mankin, Eric Minkin",Benjamin Hayeem,"Adventure, Comedy, Family",tt0143124,http://www.wikidata.org/entity/Q52837257,הבננה השחורה,1976-01-01T00:00:00Z,6
"ג'ק הוקינס, Peter Capell, לורנס הארווי, ג'ון אירלנד, Josephine Chaplin",מנחם גולן,Drama,tt0068546,http://www.wikidata.org/entity/Q5397102,הבריחה אל השמש,1972-01-01T00:00:00Z,5.9
אסי דיין,אסי דיין,סרט דרמה,tt0412538,http://www.wikidata.org/entity/Q6759713,הבשורה על פי אלוהים,2004-01-01T00:00:00Z,5
"Ya'ackov Ben-Sira, Jacques Cohen, Ilan Dar, Shaike Ophir, Shula Revach",זאב רווח,Comedy,tt0239015,http://www.wikidata.org/entity/Q6753481,הגונב מגנב פטור,1976-12-31T22:00:00Z,6.9
"Idit Astruck, Nissim Azikri, Yossi Banai, Mordechai Ben-Ze'ev, Shraga Friedman",David Perlov,"Drama, Fantasy",tt0142312,http://www.wikidata.org/entity/Q52837445,הגלולה,1972-01-01T00:00:00Z,8.2
"Yigal Adika, Mosko Alkalai, Gabi Amrani, Gilat Ankori, Johnny Arbid",Rami Na'aman,Comedy,tt0109867,http://www.wikidata.org/entity/Q52837446,הגמל המעופף,1994-01-01T00:00:00Z,6.3
"Arieh Elias, Ephraim Ezra, Rivka Lichtman, Avital Paz, Nurit Raz",Osamu Takahashi,Drama,tt0139232,http://www.wikidata.org/entity/Q52837448,הגמל והילד,1968-01-01T00:00:00Z,
"Zachi Noy, Sa'adia Damari, Shoshana Duer, Melanie Griffith, Shaike Ophir",Victor Nord,Drama,tt0076121,http://www.wikidata.org/entity/Q25205805,הגן,1977-01-01T00:00:00Z,6.1
"Sarit Larry, Avi Shnaidman, Lior Raz, Gilles Ben-David, Ester Rada",נדב לפיד,סרט דרמה,tt3709678,http://www.wikidata.org/entity/Q18214949,הגננת,2014-01-01T00:00:00Z,6.6
מיכה סלקטר,ענר פרמינגר,Drama,tt6841138,http://www.wikidata.org/entity/Q6991902,הגרעין הקשה,1999-01-01T00:00:00Z,
"אסי דיין, טלי שרון, הילה וידור, סנדרה שדה, זהר שטראוס, קונסטנטין אנטול, רוזינה קמבוס",Yuval Shafferman,Drama,tt0833545,http://www.wikidata.org/entity/Q12406431,הדברים שמאחורי השמש,2006-01-01T00:00:00Z,7.5
"Ya'ackov Banai, Tuvia Dublero, Yehuda Efroni, Noga Eilat, Reuven Goldwasser",George Obadiah,Comedy,tt0143219,http://www.wikidata.org/entity/Q52837450,הדודה מארגנטינה,1984-01-01T00:00:00Z,3.4
"Shimon Bar, Motti Barkan, Mike Burstyn, Albert Cohen, Sabi Dorr",Ilan Eldad,Drama,tt0139168,http://www.wikidata.org/entity/Q52837451,הדיבוק,1968-01-01T00:00:00Z,8.6
"אלון אבוטבול, יובל שרף, מיכל גבריאלוב, קובי מאור, איתי תורג'מן, עבדאללה אל-עקל, צחי גראד, משה אשכנזי, דני שטג, אופירה רחמים",עודד דוידוף,Comedy,tt2386321,http://www.wikidata.org/entity/Q6930293,הדילרים,2012-01-01T00:00:00Z,6.5
"אורלי זילברשץ, אוולין קפלון, רבקה גור",ניר ברגמן,Drama,tt1676680,http://www.wikidata.org/entity/Q5157019,הדקדוק הפנימי,2010-01-01T00:00:00Z,7.1
"Avraham Asiyo, Ya'ackov Ayali, Nadav Ben-Yehuda, Rami Danon, Elki Jacobs",דורון ערן,סרט דיסטופי,tt0100359,http://www.wikidata.org/entity/Q5636371,הדרך לעין חרוד,1984-01-01T00:00:00Z,5
"Alon Aboutboul, Eli Cohen, Arthur Marchenko, Liora Rivlin, Tali Sharon",Maya Dreifuss,Drama,tt2965510,http://www.wikidata.org/entity/Q52950702,ההיא שחוזרת הביתה,2013-01-01T00:00:00Z,6.2
"אסי דיין, יגאל נאור, טינקרבל, אקי אבני, עידן אלתרמן, אורי קלאוזנר, שמעון מימרן, אמנון וולף, מיכה סלקטר, שמואל קלדרון",יוסף סידר,סרט דרמה,tt0268696,http://www.wikidata.org/entity/Q7805388,ההסדר,2000-01-01T00:00:00Z,6.8
שני קליין,יעל קיים,Drama,tt4917622,http://www.wikidata.org/entity/Q21480348,ההר,2015-01-01T00:00:00Z,6.3
,דוד אופק,סרט תיעודי,tt0385908,http://www.wikidata.org/entity/Q6711480,ההרוג ה-17,2003-01-01T00:00:00Z,7.8
רותם קינן,ערן קולירין,סרט דרמה,tt1441368,http://www.wikidata.org/entity/Q7732751,ההתחלפות,2011-01-01T00:00:00Z,6.3
"אסי דיין, איריס יוטבת",יוסף מילוא,Drama,tt0139370,http://www.wikidata.org/entity/Q6755989,הוא הלך בשדות,1967-01-01T00:00:00Z,6.2
"Hugo Lev, Yair Lev",Yair Lev,Documentary,tt0171386,http://www.wikidata.org/entity/Q52950706,הוגו,1989-01-01T00:00:00Z,
"Gila Almagor, Eli Cohen, Nathan Dattner, Yossi Graber, Einav Markel",Eli Cohen,"Comedy, Drama",tt3002584,http://www.wikidata.org/entity/Q52837262,הורה 79,2013-01-01T00:00:00Z,6
"Gabi Eldor, Oded Kotler, Avraham Mor, Ya'ackov Shapira",Assi Dayan,"Crime, Drama",tt0068686,http://www.wikidata.org/entity/Q52837264,הזמנה לרצח,1973-01-01T00:00:00Z,7
"מוסקו אלקלעי, ישראל דמידוב, אוולין קפלון, ולדימיר פרידמן, דליה פרידלנד, שירה ארד, אמנון וולף, דורון צברי, שמיל בן ארי, ניר לוי, רוני בליץ",אריק קפלון,"Comedy, Drama, Romance",tt0162909,http://www.wikidata.org/entity/Q2907495,החברים של יאנה,1999-01-01T00:00:00Z,7.2
"Edgar Selge, נטע גרטי, נדב נייטס",אסף ברנשטיין,סרט דרמה,tt0990427,http://www.wikidata.org/entity/Q3520548,החוב,2007-01-01T00:00:00Z,6.9
"ג'ון שיאה, קלי מקגיליס, כריסטין בויסון, רוברטו פולק, עמוס לביא, נטע מורן, ארנון צדוק, סיני פתר",אורי ברבש,Drama,tt0094222,http://www.wikidata.org/entity/Q3984558,החולמים,1987-09-26T00:00:00Z,6.3
"קת'לין קווינלן, Stephen Macht",Riki Shelach Nissimoff,"Drama, War",tt0087599,http://www.wikidata.org/entity/Q7746189,החורף האחרון,1984-01-01T00:00:00Z,5
